fullType: Base.Belly_Turtleneck, basePrice: 257, tag: CLOTHING_NORMAL
fullType: Base.Suit_Stew_ON, basePrice: 94, tag: CLOTHING_NORMAL
fullType: Base.Glasses_Reading, basePrice: 338, tag: CLOTHING_NORMAL
fullType: Base.AlarmClock2, basePrice: 348, tag: TOOL
fullType: Base.Belt_Pack_Pouch, basePrice: 818, tag: CLOTHING_BAG
fullType: Base.Glasses_X1000, basePrice: 315, tag: CLOTHING_NORMAL
fullType: Base.Round_Cap_Police_Back, basePrice: 143, tag: CLOTHING_NORMAL
fullType: Base.Shirt_PrisonGuard, basePrice: 123, tag: CLOTHING_NORMAL
fullType: Base.Hat_SantaHat, basePrice: 126, tag: CLOTHING_NORMAL
fullType: Base.Vest_BulletCivilian, basePrice: 1524, tag: CLOTHING_MILITARY
fullType: Base.TransportShelve, basePrice: 8923, tag: COSMETIC
fullType: Base.Locket, basePrice: 1657, tag: COSMETIC
fullType: Base.Hat_WoolyHat, basePrice: 309, tag: CLOTHING_NORMAL
fullType: Base.Jacket_NavyBlue, basePrice: 343, tag: CLOTHING_NORMAL
fullType: Base.MK23SOCOM, basePrice: 3492, tag: GUN
fullType: Base.Keytar, basePrice: 3869, tag: GUN
fullType: Base.Boxers_Silk_Red, basePrice: 84, tag: CLOTHING_NORMAL
fullType: Base.Cheese, basePrice: 100, tag: FOOD
fullType: Base.GridlePan, basePrice: 3038, tag: GUN
fullType: Base.PopEmpty, basePrice: 7605, tag: COSMETIC
fullType: Base.Boots_Maria, basePrice: 383, tag: CLOTHING_NORMAL
fullType: Base.Bag_FoodCanned, basePrice: 228, tag: CLOTHING_BAG
fullType: Base.Paperbag_Spiffos, basePrice: 348, tag: CLOTHING_BAG
fullType: Base.Hat_BaseballCapBlue, basePrice: 169, tag: CLOTHING_NORMAL
fullType: Base.Underpants_White, basePrice: 345, tag: CLOTHING_NORMAL
fullType: Base.Hunter_Arm, basePrice: 326, tag: CLOTHING_NORMAL
fullType: Base.Fridge2WhiteCarry, basePrice: 743, tag: CLOTHING_BAG
fullType: Base.Mov_SignRestricted, basePrice: 3237, tag: COSMETIC
fullType: Base.Tshirt_Profession_PoliceBlue, basePrice: 252, tag: CLOTHING_NORMAL
fullType: Base.WatermelonSliced, basePrice: 168, tag: FOOD
fullType: Base.PipeWrench, basePrice: 2142, tag: GUN
fullType: Base.TransportCounter, basePrice: 2661, tag: COSMETIC
fullType: Base.FireKlean, basePrice: 1376, tag: TOOL
fullType: Base.EOD_Pants, basePrice: 201, tag: CLOTHING_NORMAL
fullType: Base.HotDrinkSpiffo, basePrice: 128, tag: FOOD
fullType: Base.Antibelok_ON, basePrice: 323, tag: CLOTHING_NORMAL
fullType: Base.SpearCrafted, basePrice: 3161, tag: GUN
fullType: Base.Mov_FancyWhiteChair, basePrice: 7363, tag: COSMETIC
fullType: Base.Suit_Fisher_ON, basePrice: 307, tag: CLOTHING_NORMAL
fullType: Base.Hat_FastFood, basePrice: 80, tag: CLOTHING_NORMAL
fullType: Base.NoseStud_Gold, basePrice: 397, tag: CLOTHING_NORMAL
fullType: Base.GP4U_Gasmask, basePrice: 242, tag: CLOTHING_NORMAL
fullType: Base.Star_Cape_ON, basePrice: 136, tag: CLOTHING_NORMAL
fullType: Base.Round_Cap_Casual, basePrice: 369, tag: CLOTHING_NORMAL
fullType: Base.Shoes_ArmyBootsDesert, basePrice: 259, tag: CLOTHING_NORMAL
fullType: Base.Pizza, basePrice: 176, tag: FOOD
fullType: Base.BandedWoolyBearCaterpillar, basePrice: 185, tag: FOOD
fullType: Base.CannedCarrots2, basePrice: 189, tag: FOOD
fullType: Base.Candle, basePrice: 1282, tag: TOOL
fullType: Base.Jacket_Padded, basePrice: 109, tag: CLOTHING_NORMAL
fullType: Base.Scissors, basePrice: 2510, tag: GUN
fullType: Base.Pen, basePrice: 3273, tag: GUN
fullType: Base.FiberglassStock, basePrice: 551, tag: GUN_PART
fullType: Base.CannedPeasOpen, basePrice: 153, tag: FOOD
fullType: Base.FrogMeat, basePrice: 141, tag: FOOD
fullType: Base.Nylon_Stocking, basePrice: 340, tag: CLOTHING_NORMAL
fullType: Base.Biscuit, basePrice: 105, tag: FOOD
fullType: Base.Mov_RedBBQ, basePrice: 582, tag: COSMETIC
fullType: Base.Bag_X_Vest_Loose, basePrice: 389, tag: CLOTHING_BAG
fullType: Base.Necklace_Silver, basePrice: 379, tag: CLOTHING_NORMAL
fullType: Base.Armband_Long, basePrice: 208, tag: CLOTHING_NORMAL
fullType: Base.ELA_Bomber_ON, basePrice: 167, tag: CLOTHING_NORMAL
fullType: Base.BeerBottle, basePrice: 134, tag: FOOD
fullType: Base.PotatoPancakes, basePrice: 119, tag: FOOD
fullType: Base.Apron_IceCream, basePrice: 106, tag: CLOTHING_NORMAL
fullType: Base.Bandana_Mask, basePrice: 203, tag: CLOTHING_NORMAL
fullType: Base.Metro_Bandolier_ON, basePrice: 379, tag: CLOTHING_NORMAL
fullType: Base.CRYE_Pants, basePrice: 297, tag: CLOTHING_NORMAL
fullType: Base.Bra_Straps_Black, basePrice: 85, tag: CLOTHING_NORMAL
fullType: Base.Shorts_BoxingRed, basePrice: 372, tag: CLOTHING_NORMAL
fullType: Base.Tie_Full_Spiffo, basePrice: 243, tag: CLOTHING_NORMAL
fullType: Base.Hat_VisorRed, basePrice: 397, tag: CLOTHING_NORMAL
fullType: Base.Gum, basePrice: 194, tag: FOOD
fullType: Base.Casual_Bag, basePrice: 604, tag: CLOTHING_BAG
fullType: Base.Hat_PartyHat_TINT, basePrice: 344, tag: CLOTHING_NORMAL
fullType: Base.Soap2, basePrice: 336, tag: TOOL
fullType: Base.Stocking_String, basePrice: 124, tag: CLOTHING_NORMAL
fullType: Base.Bag_FannyPackBack, basePrice: 321, tag: CLOTHING_BAG
fullType: Base.Jumper_DiamondPatternTINT, basePrice: 399, tag: CLOTHING_NORMAL
fullType: Base.BarrelYellowCarry, basePrice: 122, tag: COSMETIC
fullType: Base.Perogies, basePrice: 134, tag: FOOD
fullType: Base.Ashe_Jeans, basePrice: 140, tag: CLOTHING_NORMAL
fullType: Base.Aviation_Headsets, basePrice: 63, tag: CLOTHING_NORMAL
fullType: Base.Shoes_BlueTrainers, basePrice: 178, tag: CLOTHING_NORMAL
fullType: Base.Gloves_BoxingBlue, basePrice: 204, tag: CLOTHING_NORMAL
fullType: Base.Hunter_Pants_Rolled, basePrice: 372, tag: CLOTHING_NORMAL
fullType: Base.Belt, basePrice: 7010, tag: COSMETIC
fullType: Base.GuitarElectricBlue, basePrice: 4936, tag: GUN
fullType: Base.Cereal, basePrice: 140, tag: FOOD
fullType: Base.Susie_Stocking, basePrice: 104, tag: CLOTHING_NORMAL
fullType: Base.Hat_DustMask, basePrice: 165, tag: CLOTHING_NORMAL
fullType: Base.Nettles, basePrice: 142, tag: FOOD
fullType: Base.Bell, basePrice: 7016, tag: COSMETIC
fullType: Base.TacoRecipe, basePrice: 191, tag: FOOD
fullType: Base.WinePetrol, basePrice: 1409, tag: TOOL
fullType: Base.Mov_MirrorTall, basePrice: 2245, tag: COSMETIC
fullType: Base.Tshirt_PoliceBlue, basePrice: 361, tag: CLOTHING_NORMAL
fullType: Base.CannedMilk, basePrice: 151, tag: FOOD
fullType: Base.Sling2, basePrice: 403, tag: GUN_PART
fullType: Base.Cilantro, basePrice: 111, tag: FOOD
fullType: Base.Mov_OfficeChair, basePrice: 6235, tag: COSMETIC
fullType: Base.Hat_FootballHelmet, basePrice: 223, tag: CLOTHING_NORMAL
fullType: Base.AerosolbombRemote, basePrice: 4481, tag: GUN
fullType: Base.Shoes_Random, basePrice: 290, tag: CLOTHING_NORMAL
fullType: Base.PonchoGreenDOWN, basePrice: 356, tag: CLOTHING_NORMAL
fullType: Base.Rose_Jacket, basePrice: 208, tag: CLOTHING_NORMAL
fullType: Base.HandTorch, basePrice: 786, tag: TOOL
fullType: Base.Hat_BaseballCapRed_Reverse, basePrice: 216, tag: CLOTHING_NORMAL
fullType: Base.BobPic, basePrice: 8628, tag: COSMETIC
fullType: Base.Armor_Defender_Set, basePrice: 2329, tag: CLOTHING_MILITARY
fullType: Base.Spiffo, basePrice: 4972, tag: COSMETIC
fullType: Base.SpearBreadKnife, basePrice: 2045, tag: GUN
fullType: Base.Pilot_Sunglass_ON, basePrice: 235, tag: CLOTHING_NORMAL
fullType: Base.Trousers_Shellsuit_Teal, basePrice: 322, tag: CLOTHING_NORMAL
fullType: Base.Officer_Overcoat, basePrice: 214, tag: CLOTHING_NORMAL
fullType: Base.Shirts_Maria, basePrice: 395, tag: CLOTHING_NORMAL
fullType: Base.ComboCarry, basePrice: 242, tag: CLOTHING_BAG
fullType: Base.WaterPopBottle, basePrice: 820, tag: TOOL
fullType: Base.CommonMallow, basePrice: 101, tag: FOOD
fullType: Base.ClosedUmbrellaBlue, basePrice: 3725, tag: GUN
fullType: Base.Pie, basePrice: 145, tag: FOOD
fullType: Base.PiePrep, basePrice: 150, tag: FOOD
fullType: Base.ConeIcecreamToppings, basePrice: 146, tag: FOOD
fullType: Base.Cut_Dress_ON, basePrice: 280, tag: CLOTHING_NORMAL
fullType: Base.Earring_Dangly_Pearl, basePrice: 154, tag: CLOTHING_NORMAL
fullType: Base.Crisps, basePrice: 153, tag: FOOD
fullType: Base.Suit_Wick, basePrice: 55, tag: CLOTHING_NORMAL
fullType: Base.Shoes_BlackBoots, basePrice: 145, tag: CLOTHING_NORMAL
fullType: Base.BellPepper, basePrice: 163, tag: FOOD
fullType: Base.Man_Neck_Hoodie_ON, basePrice: 212, tag: CLOTHING_NORMAL
fullType: Base.ModernSuspension3, basePrice: 2998, tag: COSMETIC
fullType: Base.CleaningLiquid, basePrice: 8384, tag: COSMETIC
fullType: Base.ModernSuspension2, basePrice: 2698, tag: COSMETIC
fullType: Base.Hunter_Jacket, basePrice: 297, tag: CLOTHING_NORMAL
fullType: Base.ModernSuspension1, basePrice: 2351, tag: COSMETIC
fullType: Base.M14Clip, basePrice: 1627, tag: COSMETIC
fullType: Base.Brig_Shirts, basePrice: 116, tag: CLOTHING_NORMAL
fullType: Base.CannedPineappleOpen, basePrice: 141, tag: FOOD
fullType: Base.Scalpel, basePrice: 4063, tag: GUN
fullType: Base.Glasses_Shooting, basePrice: 188, tag: CLOTHING_NORMAL
fullType: Base.AlcoholWipes, basePrice: 384, tag: TOOL
fullType: Base.Cherry, basePrice: 125, tag: FOOD
fullType: Base.FrillyUnderpants_Pink, basePrice: 242, tag: CLOTHING_NORMAL
fullType: Base.Man_Neck_Hoodie, basePrice: 269, tag: CLOTHING_NORMAL
fullType: Base.LaserOn, basePrice: 681, tag: GUN_PART
fullType: Base.Journal, basePrice: 8014, tag: EXP
fullType: Base.SpearScissors, basePrice: 3891, tag: GUN
fullType: Base.Rabbit_Suit_Grey, basePrice: 71, tag: CLOTHING_NORMAL
fullType: Base.Tshirt_Ranger, basePrice: 365, tag: CLOTHING_NORMAL
fullType: Base.308Clip, basePrice: 1277, tag: COSMETIC
fullType: Base.PMK2_Half, basePrice: 287, tag: CLOTHING_NORMAL
fullType: Base.HankPic, basePrice: 3498, tag: COSMETIC
fullType: Base.WeldingRods, basePrice: 234, tag: TOOL
fullType: Base.WaterDish, basePrice: 6878, tag: COSMETIC
fullType: Base.Mov_Toaster, basePrice: 5542, tag: COSMETIC
fullType: Base.USCM_Boots, basePrice: 221, tag: CLOTHING_NORMAL
fullType: Base.Corset, basePrice: 265, tag: CLOTHING_NORMAL
fullType: Base.Ring_Left_MiddleFinger_Gold, basePrice: 226, tag: CLOTHING_NORMAL
fullType: Base.RearCarDoor2, basePrice: 9962, tag: COSMETIC
fullType: Base.OZK_Gaiter, basePrice: 323, tag: CLOTHING_NORMAL
fullType: Base.CarvingFork, basePrice: 7124, tag: COSMETIC
fullType: Base.RearCarDoor3, basePrice: 3906, tag: COSMETIC
fullType: Base.Combat_Pants, basePrice: 159, tag: CLOTHING_NORMAL
fullType: Base.Jacket_LeatherBarrelDogs, basePrice: 345, tag: CLOTHING_NORMAL
fullType: Base.WaterPot, basePrice: 917, tag: TOOL
fullType: Base.RearCarDoor1, basePrice: 3620, tag: COSMETIC
fullType: Base.Police_Jumper, basePrice: 161, tag: CLOTHING_NORMAL
fullType: Base.Adidas_Pad_Jacket, basePrice: 266, tag: CLOTHING_NORMAL
fullType: Base.Violin, basePrice: 1392, tag: GUN
fullType: Base.NormalSuspension1, basePrice: 8612, tag: COSMETIC
fullType: Base.NormalSuspension2, basePrice: 1633, tag: COSMETIC
fullType: Base.Scarf_Mask, basePrice: 240, tag: CLOTHING_NORMAL
fullType: Base.NormalSuspension3, basePrice: 3332, tag: COSMETIC
fullType: Base.Tarp, basePrice: 5201, tag: COSMETIC
fullType: Base.MintCandy, basePrice: 151, tag: FOOD
fullType: Base.SheetMetal, basePrice: 6452, tag: COSMETIC
fullType: Base.GroceryBag3, basePrice: 428, tag: CLOTHING_BAG
fullType: Base.SET_Armor, basePrice: 3236, tag: CLOTHING_MILITARY
fullType: Base.GroceryBag4, basePrice: 731, tag: CLOTHING_BAG
fullType: Base.GroceryBag5, basePrice: 1515, tag: CLOTHING_BAG
fullType: Base.PokerChips, basePrice: 2248, tag: COSMETIC
fullType: Base.Mov_FoldingChair, basePrice: 3139, tag: COSMETIC
fullType: Base.Machete, basePrice: 2209, tag: GUN
fullType: Base.Hat_Sam_NV, basePrice: 179, tag: CLOTHING_NORMAL
fullType: Base.Hat_SurgicalMask_Blue, basePrice: 125, tag: CLOTHING_NORMAL
fullType: Base.Maggots, basePrice: 106, tag: FOOD
fullType: Base.Mov_MapUSA, basePrice: 9627, tag: COSMETIC
fullType: Base.GroceryBag1, basePrice: 959, tag: CLOTHING_BAG
fullType: Base.GroceryBag2, basePrice: 283, tag: CLOTHING_BAG
fullType: Base.Maggots2, basePrice: 104, tag: FOOD
fullType: Base.Necklace_Choker, basePrice: 387, tag: CLOTHING_NORMAL
fullType: Base.Tshirt_Fossoil, basePrice: 205, tag: CLOTHING_NORMAL
fullType: Base.Ashe_Hat, basePrice: 240, tag: CLOTHING_NORMAL
fullType: Base.Tshirt_Profession_FiremanWhite, basePrice: 132, tag: CLOTHING_NORMAL
fullType: Base.Mov_PalletEmpty, basePrice: 4776, tag: COSMETIC
fullType: Base.Mov_ScaleMedical, basePrice: 5909, tag: COSMETIC
fullType: Base.CarBatteryCharger, basePrice: 7959, tag: COSMETIC
fullType: Base.Hot_Pants, basePrice: 292, tag: CLOTHING_NORMAL
fullType: Base.WasherCarry, basePrice: 961, tag: CLOTHING_BAG
fullType: Base.BellyButton_DangleSilver, basePrice: 54, tag: CLOTHING_NORMAL
fullType: Base.Trousers_WhiteTEXTURE, basePrice: 397, tag: CLOTHING_NORMAL
fullType: Base.SKSSpikerBayonet, basePrice: 4442, tag: GUN
fullType: Base.LeverRifle, basePrice: 3253, tag: GUN
fullType: Base.6B6_Visor_UP, basePrice: 387, tag: CLOTHING_NORMAL
fullType: Base.Ashe_Gear, basePrice: 891, tag: CLOTHING_BAG
fullType: Base.Bracelet_BangleLeftSilver, basePrice: 365, tag: CLOTHING_NORMAL
fullType: Base.Rabbit_Suit_Green, basePrice: 53, tag: CLOTHING_NORMAL
fullType: Base.Hat_BaseballCapKY_Red, basePrice: 290, tag: CLOTHING_NORMAL
fullType: Base.SpearKnife, basePrice: 3303, tag: GUN
fullType: Base.Multi_Carrier_Carl, basePrice: 915, tag: CLOTHING_BAG
fullType: Base.Sugar, basePrice: 178, tag: FOOD
fullType: Base.FishFried, basePrice: 113, tag: FOOD
fullType: Base.MechanicMag1, basePrice: 1998, tag: EXP
fullType: Base.MechanicMag2, basePrice: 9610, tag: EXP
fullType: Base.Antique_Oven_Carry, basePrice: 3581, tag: COSMETIC
fullType: Base.MechanicMag3, basePrice: 4170, tag: EXP
fullType: Base.Wallet, basePrice: 5445, tag: COSMETIC
fullType: Base.Shell_Arm_Bandolier_B, basePrice: 373, tag: CLOTHING_NORMAL
fullType: Base.School_Cardigan_Long_ON, basePrice: 279, tag: CLOTHING_NORMAL
fullType: Base.TorchArmy2, basePrice: 760, tag: TOOL
fullType: Base.TorchArmy1, basePrice: 1209, tag: TOOL
fullType: Base.Ashe_Cloak, basePrice: 218, tag: CLOTHING_NORMAL
fullType: Base.SH_Nurse, basePrice: 244, tag: CLOTHING_NORMAL
fullType: Base.Skirt_Long, basePrice: 237, tag: CLOTHING_NORMAL
fullType: Base.Mov_GreyChair, basePrice: 4308, tag: COSMETIC
fullType: Base.Jumper_PoloNeck, basePrice: 74, tag: CLOTHING_NORMAL
fullType: Base.TableLeg, basePrice: 639, tag: GUN
fullType: Base.Sheet, basePrice: 7359, tag: COSMETIC
fullType: Base.Soysauce, basePrice: 109, tag: FOOD
fullType: Base.Apron_White, basePrice: 307, tag: CLOTHING_NORMAL
fullType: Base.ATA600Trunk, basePrice: 7646, tag: COSMETIC
fullType: Base.CannedSardinesOpen, basePrice: 130, tag: FOOD
fullType: Base.Sweater_Stocking_Ripped, basePrice: 259, tag: CLOTHING_NORMAL
fullType: Base.NoseStud_Silver, basePrice: 206, tag: CLOTHING_NORMAL
fullType: Base.Vest_WaistcoatTINT, basePrice: 314, tag: CLOTHING_NORMAL
fullType: Base.Glasses_Normal, basePrice: 111, tag: CLOTHING_NORMAL
fullType: Base.Sling, basePrice: 698, tag: GUN_PART
fullType: Base.CanoePadelX2, basePrice: 2776, tag: GUN
fullType: Base.Fridge3SilverCarry, basePrice: 351, tag: CLOTHING_BAG
fullType: Base.ATA700Trunk2, basePrice: 7353, tag: COSMETIC
fullType: Base.ATA700Trunk1, basePrice: 1094, tag: COSMETIC
fullType: Base.CookiesOatmealDough, basePrice: 160, tag: FOOD
fullType: Base.Bag_Tactical_Alice, basePrice: 1940, tag: CLOTHING_BAG
fullType: Base.BarrelOrangeCarry, basePrice: 1660, tag: COSMETIC
fullType: Base.CorpseMale, basePrice: 3173, tag: COSMETIC
fullType: Base.ATA700Trunk3, basePrice: 9538, tag: COSMETIC
fullType: Base.SET_Goggles, basePrice: 341, tag: CLOTHING_NORMAL
fullType: Base.CatToy, basePrice: 8347, tag: COSMETIC
fullType: Base.HamSlice, basePrice: 135, tag: FOOD
fullType: Base.Wool_Stocking, basePrice: 166, tag: CLOTHING_NORMAL
fullType: Base.Tshirt_Profession_VeterenGreen, basePrice: 121, tag: CLOTHING_NORMAL
fullType: Base.Handle, basePrice: 1784, tag: COSMETIC
fullType: Base.Pop, basePrice: 186, tag: FOOD
fullType: Base.TinnedBeans, basePrice: 150, tag: FOOD
fullType: Base.Ashe_Jacket_ON, basePrice: 155, tag: CLOTHING_NORMAL
fullType: Base.CannedFruitCocktailOpen, basePrice: 198, tag: FOOD
fullType: Base.Hat_Beany, basePrice: 135, tag: CLOTHING_NORMAL
fullType: Base.Pot, basePrice: 8449, tag: COSMETIC
fullType: Base.Maki, basePrice: 108, tag: FOOD
fullType: Base.CannedCabbage, basePrice: 134, tag: FOOD
fullType: Base.TrunkCarry, basePrice: 645, tag: CLOTHING_BAG
fullType: Base.Chicken, basePrice: 179, tag: FOOD
fullType: Base.GlassWineWater, basePrice: 445, tag: TOOL
fullType: Base.Trousers_SuitWhite, basePrice: 148, tag: CLOTHING_NORMAL
fullType: Base.Disc_Retail, basePrice: 4019, tag: COSMETIC
fullType: Base.Hat_Tactical_Cap_Camo_Back, basePrice: 367, tag: CLOTHING_NORMAL
fullType: Base.BR_Skirts, basePrice: 374, tag: CLOTHING_NORMAL
fullType: Base.JUGG_Visor, basePrice: 124, tag: CLOTHING_NORMAL
fullType: Base.Trousers_Shellsuit_Pink, basePrice: 85, tag: CLOTHING_NORMAL
fullType: Base.Chain_Coat, basePrice: 368, tag: CLOTHING_NORMAL
fullType: Base.SnowShovel, basePrice: 2737, tag: GUN
fullType: Base.ATA400Trunk1, basePrice: 2329, tag: COSMETIC
fullType: Base.RoastingPan, basePrice: 6284, tag: COSMETIC
fullType: Base.ATA400Trunk3, basePrice: 5235, tag: COSMETIC
fullType: Base.ATA400Trunk2, basePrice: 6873, tag: COSMETIC
fullType: Base.Mov_Microwave2, basePrice: 7245, tag: COSMETIC
fullType: Base.VHS_Retail, basePrice: 9360, tag: COSMETIC
fullType: Base.Earbuds, basePrice: 4240, tag: COSMETIC
fullType: Base.Cornbread, basePrice: 137, tag: FOOD
fullType: Base.Bellows, basePrice: 1990, tag: COSMETIC
fullType: Base.Gloves_FingerlessGloves, basePrice: 200, tag: CLOTHING_NORMAL
fullType: Base.Military_Ghillie_B, basePrice: 131, tag: CLOTHING_NORMAL
fullType: Base.Military_Ghillie_D, basePrice: 384, tag: CLOTHING_NORMAL
fullType: Base.Toolbox, basePrice: 341, tag: CLOTHING_BAG
fullType: Base.CookiesSugar, basePrice: 116, tag: FOOD
fullType: Base.Military_Ghillie_C, basePrice: 293, tag: CLOTHING_NORMAL
fullType: Base.Pineapple, basePrice: 121, tag: FOOD
fullType: Base.HockeyStick, basePrice: 4974, tag: GUN
fullType: Base.Suit_Army, basePrice: 345, tag: CLOTHING_NORMAL
fullType: Base.Bag_D3M, basePrice: 440, tag: CLOTHING_BAG
fullType: Base.Mov_WhiteSink, basePrice: 8643, tag: COSMETIC
fullType: Base.TightsBlackSemiTrans, basePrice: 121, tag: CLOTHING_NORMAL
fullType: Base.Kelvin_Pants, basePrice: 274, tag: CLOTHING_NORMAL
fullType: Base.Leash, basePrice: 6503, tag: COSMETIC
fullType: Base.SunflowerSeeds, basePrice: 181, tag: FOOD
fullType: Base.Earring_LoopMed_Silver, basePrice: 118, tag: CLOTHING_NORMAL
fullType: Base.JUGG_Armor, basePrice: 1161, tag: CLOTHING_MILITARY
fullType: Base.VFERifleCase2, basePrice: 913, tag: CLOTHING_BAG
fullType: Base.VFERifleCase1, basePrice: 1285, tag: CLOTHING_BAG
fullType: Base.TEC_Jacket, basePrice: 291, tag: CLOTHING_NORMAL
fullType: Base.SoccerBall, basePrice: 7548, tag: COSMETIC
fullType: Base.VFERifleCase6, basePrice: 407, tag: CLOTHING_BAG
fullType: Base.Glasses_Eyepatch_Right, basePrice: 387, tag: CLOTHING_NORMAL
fullType: Base.VFERifleCase5, basePrice: 1667, tag: CLOTHING_BAG
fullType: Base.Shoes_Sandals, basePrice: 162, tag: CLOTHING_NORMAL
fullType: Base.VFERifleCase4, basePrice: 1223, tag: CLOTHING_BAG
fullType: Base.VFERifleCase3, basePrice: 1885, tag: CLOTHING_BAG
fullType: Base.Glue, basePrice: 1046, tag: TOOL
fullType: Base.GlassWine, basePrice: 6440, tag: COSMETIC
fullType: Base.Ham, basePrice: 102, tag: FOOD
fullType: Base.VFERifleCase9, basePrice: 1951, tag: CLOTHING_BAG
fullType: Base.Paramedic_Jacket, basePrice: 70, tag: CLOTHING_NORMAL
fullType: Base.VFERifleCase8, basePrice: 363, tag: CLOTHING_BAG
fullType: Base.1916_Helmet, basePrice: 194, tag: CLOTHING_NORMAL
fullType: Base.VFERifleCase7, basePrice: 735, tag: CLOTHING_BAG
fullType: Base.Ring_Left_RingFinger_Gold, basePrice: 250, tag: CLOTHING_NORMAL
fullType: Base.SmithingMag3, basePrice: 8116, tag: EXP
fullType: Base.FakeItemSling, basePrice: 9403, tag: COSMETIC
fullType: Base.SmithingMag2, basePrice: 7138, tag: EXP
fullType: Base.NoiseTrapTriggered, basePrice: 3876, tag: GUN
fullType: Base.Trousers_DefaultTEXTURE, basePrice: 313, tag: CLOTHING_NORMAL
fullType: Base.SmithingMag1, basePrice: 6646, tag: EXP
fullType: Base.Bracelet_ChainRightSilver, basePrice: 366, tag: CLOTHING_NORMAL
fullType: Base.BookFishing2, basePrice: 8653, tag: EXP
fullType: Base.BookFishing1, basePrice: 6827, tag: EXP
fullType: Base.Glasses_Napier, basePrice: 336, tag: CLOTHING_NORMAL
fullType: Base.BunnySuitBlack, basePrice: 123, tag: CLOTHING_NORMAL
fullType: Base.BookFishing4, basePrice: 1404, tag: EXP
fullType: Base.Tshirt_PoloStripedTINT, basePrice: 302, tag: CLOTHING_NORMAL
fullType: Base.BookFishing3, basePrice: 9885, tag: EXP
fullType: Base.BookFishing5, basePrice: 4267, tag: EXP
fullType: Base.Mov_BeachChair, basePrice: 2131, tag: COSMETIC
fullType: Base.Pumpkin, basePrice: 103, tag: FOOD
fullType: Base.Hat_PSGT_Helmet, basePrice: 321, tag: CLOTHING_NORMAL
fullType: Base.RevolverCase1, basePrice: 262, tag: CLOTHING_BAG
fullType: Base.RevolverCase2, basePrice: 1925, tag: CLOTHING_BAG
fullType: Base.Oregano, basePrice: 118, tag: FOOD
fullType: Base.Bag_DuffelBagTINT, basePrice: 1426, tag: CLOTHING_BAG
fullType: Base.SushiFish, basePrice: 173, tag: FOOD
fullType: Base.DoughnutChocolate, basePrice: 145, tag: FOOD
fullType: Base.Tshirt_DefaultTEXTURE, basePrice: 121, tag: CLOTHING_NORMAL
fullType: Base.PaintBlack, basePrice: 1230, tag: TOOL
fullType: Base.Hunter_Armor, basePrice: 1893, tag: CLOTHING_MILITARY
fullType: Base.Hat_CrashHelmet_Police, basePrice: 59, tag: CLOTHING_NORMAL
fullType: Base.Multi_Carrier_Food, basePrice: 320, tag: CLOTHING_BAG
fullType: Base.BandageDirty, basePrice: 8596, tag: COSMETIC
fullType: Base.Battery, basePrice: 934, tag: TOOL
fullType: Base.Belt_Pack_War_Loose, basePrice: 435, tag: CLOTHING_BAG
fullType: Base.Beverage, basePrice: 196, tag: FOOD
fullType: Base.HardCandies, basePrice: 178, tag: FOOD
fullType: Base.CannedChiliOpen, basePrice: 125, tag: FOOD
fullType: Base.ShrimpFried, basePrice: 110, tag: FOOD
fullType: Base.QuaggaCakes, basePrice: 187, tag: FOOD
fullType: Base.SalamiSlice, basePrice: 121, tag: FOOD
fullType: Base.SmokeBombSensorV3, basePrice: 1014, tag: GUN
fullType: Base.RedDot, basePrice: 892, tag: GUN_PART
fullType: Base.Icecream, basePrice: 171, tag: FOOD
fullType: Base.Drumstick, basePrice: 2359, tag: GUN
fullType: Base.Coffee2, basePrice: 127, tag: FOOD
fullType: Base.SmokeBombSensorV1, basePrice: 2862, tag: GUN
fullType: Base.Hat_Ranger, basePrice: 155, tag: CLOTHING_NORMAL
fullType: Base.SmokeBombSensorV2, basePrice: 4277, tag: GUN
fullType: Base.Yeast, basePrice: 1069, tag: TOOL
fullType: Base.Fire_Jacket, basePrice: 255, tag: CLOTHING_NORMAL
fullType: Base.ShotgunSilent, basePrice: 3589, tag: GUN
fullType: Base.Hat_MX_Helmet, basePrice: 297, tag: CLOTHING_NORMAL
fullType: Base.Basketball, basePrice: 1501, tag: COSMETIC
fullType: Base.MotionSensor, basePrice: 1381, tag: COSMETIC
fullType: Base.223Clip, basePrice: 1991, tag: COSMETIC
fullType: Base.TrapMouse, basePrice: 198, tag: COSMETIC
fullType: Base.EmptyJar, basePrice: 8269, tag: COSMETIC
fullType: Base.Bass, basePrice: 173, tag: FOOD
fullType: Base.Bag_FoodSnacks, basePrice: 1068, tag: CLOTHING_BAG
fullType: Base.ModernCarMuffler1, basePrice: 8755, tag: COSMETIC
fullType: Base.ModernCarMuffler2, basePrice: 7974, tag: COSMETIC
fullType: Base.Hat_MSA_Gas_Mask_AMP, basePrice: 194, tag: CLOTHING_NORMAL
fullType: Base.Metro_Bandolier, basePrice: 79, tag: CLOTHING_NORMAL
fullType: Base.ModernCarMuffler3, basePrice: 2977, tag: COSMETIC
fullType: Base.TransportCupboard, basePrice: 2140, tag: COSMETIC
fullType: Base.RemoteCraftedV3, basePrice: 4838, tag: COSMETIC
fullType: Base.Glasses_Crewman_Goggles, basePrice: 354, tag: CLOTHING_NORMAL
fullType: Base.RemoteCraftedV2, basePrice: 4640, tag: COSMETIC
